index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,213066920831798215518034092971601749984,768,50,3603.1301692527486,2024-05-19 05:48:51.005360,2024-05-19 05:49:34.546440,43.54108,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,132784478996158840966276077413748546225,512,50,6956.954090648766,2024-05-19 05:48:54.358646,2024-05-19 05:49:37.752859,43.394213,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,264402843195471535243064269216231997793,768,50,8998.842533837735,2024-05-19 05:48:56.399106,2024-05-19 05:49:42.249249,45.850143,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,316047652253044068379231849190249165633,768,50,13551.170897442284,2024-05-19 05:49:00.954481,2024-05-19 05:49:53.282995,52.328514,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
5,True,143075783213010598269668262030517563335,768,50,23821.2688921461,2024-05-19 05:49:11.224846,2024-05-19 05:50:10.123384,58.898538,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
4,True,259641748276969075000925307821210699212,1024,50,18928.73021647365,2024-05-19 05:49:06.332850,2024-05-19 05:50:13.310174,66.977324,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
6,True,248286887335753639279775555831361885012,512,50,25666.86735959011,2024-05-19 05:49:13.066809,2024-05-19 05:50:16.021438,62.954629,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
7,True,159626189842272993326564533599836496970,512,50,29454.252852175992,2024-05-19 05:49:16.857613,2024-05-19 05:50:16.898205,60.040592,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,46199093464180380363922949948373252861,768,50,33200.69686871701,2024-05-19 05:49:20.602653,2024-05-19 05:50:19.797140,59.194487,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
14,False,None,1024,50,56800.01267454054,2024-05-19 05:49:44.200596,2024-05-19 05:50:20.755679,36.555083,"bokeh "
12,False,None,512,50,50478.62601247374,2024-05-19 05:49:37.877017,2024-05-19 05:50:20.756225,42.879208,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
11,False,None,512,50,46368.96304709472,2024-05-19 05:49:33.777308,2024-05-19 05:50:20.756912,46.979604,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
13,False,None,768,50,52906.207498396274,2024-05-19 05:49:40.305308,2024-05-19 05:50:20.757318,40.45201,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
10,False,None,1024,50,37156.89190279757,2024-05-19 05:49:24.557028,2024-05-19 05:50:20.757714,56.200686,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
9,True,279687078412232642281632708830016817095,768,50,35857.462034853146,2024-05-19 05:49:23.259561,2024-05-19 05:50:20.764461,57.5049,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
17,False,None,512,50,66675.18240171658,2024-05-19 05:49:54.074269,2024-05-19 05:50:35.998426,41.924157,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
16,False,None,512,50,63565.97270416479,2024-05-19 05:49:50.965685,2024-05-19 05:50:35.999061,45.033376,"great space pilgrimage, highly detailed, masterpiece, concept art, illustration, journey, scifi, beautiful, deep, thought provoking, trending on artstation, art by stuart lippincott and paul chadeisson "
15,True,266102199626614813106200790972527031308,1024,50,59510.709705027286,2024-05-19 05:49:46.912497,2024-05-19 05:50:36.018277,49.10578,"roulette wheel made from pizza "
