index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,28717934187104052293810111936855148725,256,50,6068.984838251451,2024-05-19 01:30:53.589448,2024-05-19 01:30:57.989233,4.399785,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
3,True,41234463988046739690714670126860273618,512,50,10447.887856708614,2024-05-19 01:30:57.961999,2024-05-19 01:31:13.825121,15.863122,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,312717807473735505385850532951675121957,256,50,11483.6352344447,2024-05-19 01:30:58.999192,2024-05-19 01:31:14.392925,15.393733,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
1,True,43973375241282604600351368937209089316,768,50,10345.99678617781,2024-05-19 01:30:57.864137,2024-05-19 01:31:17.294556,19.430419,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,50720418410136125865532268193088783068,768,50,10416.087447925504,2024-05-19 01:30:57.930444,2024-05-19 01:31:17.723588,19.793144,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
6,True,191232060057948544131468857458646001455,256,50,18036.72407280952,2024-05-19 01:31:05.554100,2024-05-19 01:31:21.237322,15.683222,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
5,True,130236890611658405228822195259715318967,768,50,15315.108140609756,2024-05-19 01:31:02.833196,2024-05-19 01:31:22.487861,19.654665,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
7,True,172396317304015007226092074675278603199,256,50,19422.5097840114,2024-05-19 01:31:06.938007,2024-05-19 01:31:22.585111,15.647104,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,333732672079954223119473178852401700092,256,50,23351.83457243043,2024-05-19 01:31:10.869978,2024-05-19 01:31:26.195613,15.325635,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
9,True,258248572113465702957993421205642586763,256,50,27432.22373186536,2024-05-19 01:31:14.947427,2024-05-19 01:31:30.412985,15.465558,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
11,True,209389793227707934312352182267270634216,512,50,30984.9227513169,2024-05-19 01:31:18.499460,2024-05-19 01:31:34.663321,16.163861,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
10,True,166640540545509577110646247063613931059,768,50,27612.5728028262,2024-05-19 01:31:15.126864,2024-05-19 01:31:35.358815,20.231951,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
13,True,340198840453211605344129058514444329803,256,50,32265.62433481692,2024-05-19 01:31:19.780508,2024-05-19 01:31:35.948034,16.167526,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
12,True,135417232877875737890858405596722507652,768,50,31703.117772780763,2024-05-19 01:31:19.217724,2024-05-19 01:31:41.394975,22.177251,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
14,True,146364576697815097996410630588374602627,256,50,39008.408004251134,2024-05-19 01:31:26.524234,2024-05-19 01:31:42.416949,15.892715,"bokeh "
15,True,245035753739875754983061836979321155092,512,50,40857.81370397349,2024-05-19 01:31:28.372557,2024-05-19 01:31:44.318443,15.945886,"roulette wheel made from pizza "
16,True,51472363054387775806502877961610482611,256,50,41710.74595189986,2024-05-19 01:31:29.225605,2024-05-19 01:31:44.517724,15.292119,"great space pilgrimage, highly detailed, masterpiece, concept art, illustration, journey, scifi, beautiful, deep, thought provoking, trending on artstation, art by stuart lippincott and paul chadeisson "
18,True,79634964493988838965796981809958064657,512,50,46048.8438691036,2024-05-19 01:31:33.563222,2024-05-19 01:31:49.913324,16.350102,"a swarm of wild bees demonstrating against earth pollution, realistic bee insects holding a demonstration sign on a bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
17,False,None,768,50,45478.2248637037,2024-05-19 01:31:32.995486,2024-05-19 01:31:50.044103,17.048617,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
20,False,None,512,50,47791.928804067815,2024-05-19 01:31:35.307170,2024-05-19 01:31:50.044637,14.737467,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, crepuscular rays, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
21,False,None,512,50,49181.18208734583,2024-05-19 01:31:36.696614,2024-05-19 01:31:50.045276,13.348662,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, crepuscular rays, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
22,False,None,512,50,49693.583810561926,2024-05-19 01:31:37.208187,2024-05-19 01:31:50.045720,12.837533,"portrait of a beautiful host from westworld by daniel sprick and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
19,True,231372315802537216836746999873033414051,256,50,46753.99402589427,2024-05-19 01:31:34.269547,2024-05-19 01:31:50.046654,15.777107,"portrait of goth 6 ix 9 ine with facial tattoos as dc superhero, fantasy 9 0 s noir painting, realism, extremely detailed, 8 k "
24,True,130911423048467959075331361927550095803,256,50,51821.75079146092,2024-05-19 01:31:39.337344,2024-05-19 01:31:54.691544,15.3542,"gothic 6 ix 9 ine as joker, nolan movie style, photorealistic portrait, extremely detailed, thriller, 8 k, digital quality "
23,False,None,768,50,50298.639425061,2024-05-19 01:31:37.813829,2024-05-19 01:31:55.907427,18.093598,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
27,False,None,256,50,55460.6454743836,2024-05-19 01:31:42.975336,2024-05-19 01:31:55.976450,13.001114,"johnny got his gun, 8 k, stock photography, detailed, high res, professional, award - winning, "
25,True,32843430282158187339169548221581127942,256,50,53258.61923998405,2024-05-19 01:31:40.774741,2024-05-19 01:31:55.978858,15.204117,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
26,True,185765834051361455390926808415908327959,768,50,55038.54472010141,2024-05-19 01:31:42.552871,2024-05-19 01:32:02.296523,19.743652,"fantasy art of a baby angel with m 4 a 1, haven "
29,False,None,512,50,66288.98255107836,2024-05-19 01:31:53.807301,2024-05-19 01:32:07.017836,13.210535,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
28,True,140186676011208539340961105674474158243,768,50,60711.13264692671,2024-05-19 01:31:48.228389,2024-05-19 01:32:07.541823,19.313434,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
30,True,10015352067149856913789155726839791744,512,50,70912.11473130164,2024-05-19 01:31:58.429119,2024-05-19 01:32:15.346944,16.917825,"portrait of a beautiful host from westworld, painting by daniel sprick and lucien freud, cinematic lighting, hyperrealism, high resolution, 4 k "
31,True,262933246487546926105407490142125118772,256,50,72059.7059341584,2024-05-19 01:31:59.576456,2024-05-19 01:32:15.536645,15.960189,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, octane render, 8 k, 3 d rendering, close - up view "
32,True,318784551160311271201499113014196747573,256,50,73409.56275025594,2024-05-19 01:32:00.923593,2024-05-19 01:32:15.538225,14.614632,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, hypermaximalist, elegant, light semi - distant figures in the dark during sunrise, ornate, hyper realistic, super detailed "
33,True,121847465420315291027571585557628109613,256,50,77235.65973865996,2024-05-19 01:32:04.753521,2024-05-19 01:32:15.539380,10.785859,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus style scandinavian metal furniture "
36,True,288212299603240593582174820468256799452,256,50,84407.25796896979,2024-05-19 01:32:11.923671,2024-05-19 01:32:24.878101,12.95443,"portrait of a beautiful host from westworld, painting by daniel sprick and william bouguereau, cinematic lighting, hyperrealism, high resolution, 4 k "
34,True,61960928327568422776518378957025034400,256,50,82224.77369651016,2024-05-19 01:32:09.741359,2024-05-19 01:32:24.879288,15.137929,"portrait of a beautiful host from westworld, painting by daniel sprick and lucien freud and william bouguereau, cinematic lighting, high resolution, 4 k "
35,True,204489911316829419411827693493604840790,256,50,82498.70275083759,2024-05-19 01:32:10.013749,2024-05-19 01:32:24.880263,14.866514,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, hypermaximalist, elegant, light semi - distant figures in the dark during sunrise in a glade, ornate, hyper realistic, super detailed "
