index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,326256141659815200768900332458198327796,1024,50,5.07517,2024-05-18 04:45:34.702345,2024-05-18 04:46:34.799516,60.097171,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,189609219160110254345528406964345746917,768,50,3000.276465,2024-05-18 04:45:37.700021,2024-05-18 04:46:38.819134,61.119113,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,142211967469942481887213567113461189195,1024,50,9198.957175,2024-05-18 04:45:43.902441,2024-05-18 04:46:57.894667,73.992226,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,25124155288424401331200524281241133585,1024,50,15704.108297,2024-05-18 04:45:50.407221,2024-05-18 04:47:09.918818,79.511597,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,221485287627834043080938363822298660358,512,50,21967.321813,2024-05-18 04:45:56.670157,2024-05-18 04:47:23.185426,86.515269,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,294155516101012207636545873560843815003,768,50,25224.009901,2024-05-18 04:45:59.924527,2024-05-18 04:47:29.116528,89.192001,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
6,True,31442705996371419881199469956526775680,768,50,26841.10378,2024-05-18 04:46:01.539313,2024-05-18 04:47:35.812402,94.273089,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
9,False,None,1024,50,29274.103611,2024-05-18 04:46:03.971981,2024-05-18 04:47:38.761426,94.789445,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
17,False,None,1024,50,53268.170387000006,2024-05-18 04:46:27.967540,2024-05-18 04:47:38.761965,70.794425,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
13,False,None,768,50,40855.477364,2024-05-18 04:46:15.554539,2024-05-18 04:47:38.762397,83.207858,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
18,False,None,1024,50,63768.736831,2024-05-18 04:46:38.469930,2024-05-18 04:47:38.762772,60.292842,"a swarm of wild bees demonstrating against earth pollution, realistic bee insects holding a demonstration sign on a bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
14,False,None,768,50,46883.374915,2024-05-18 04:46:21.586572,2024-05-18 04:47:38.763148,77.176576,"bokeh "
23,False,None,768,50,81044.73263500001,2024-05-18 04:46:55.745013,2024-05-18 04:47:38.764141,43.019128,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
19,False,None,768,50,64272.839677,2024-05-18 04:46:38.970524,2024-05-18 04:47:38.764585,59.794061,"portrait of goth 6 ix 9 ine with facial tattoos as dc superhero, fantasy 9 0 s noir painting, realism, extremely detailed, 8 k "
