index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,339550214133845827364196681966211347498,512,50,15154.458553663251,2024-05-19 02:36:42.550897,2024-05-19 02:37:24.907695,42.356798,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,147909309700839994388244451957266557532,768,50,19214.609819099365,2024-05-19 02:36:46.601158,2024-05-19 02:37:29.321653,42.720495,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,117526986563302832787496393205512450552,1024,50,21902.05214014032,2024-05-19 02:36:49.286661,2024-05-19 02:37:34.277936,44.991275,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,299644786017366655167805382272042247610,512,50,29792.97600889204,2024-05-19 02:36:57.181982,2024-05-19 02:37:39.849834,42.667852,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,122225396622331933054751476998318072233,768,50,33611.92866172746,2024-05-19 02:37:00.997401,2024-05-19 02:37:44.177697,43.180296,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,272378125716970515614837193788728668987,768,50,41463.11496205836,2024-05-19 02:37:08.852321,2024-05-19 02:37:57.160956,48.308635,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
6,True,10986277859983931241624214199499288540,1024,50,48796.45439733657,2024-05-19 02:37:16.185137,2024-05-19 02:38:08.745793,52.560656,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
7,True,300565858049425635422839863321027172866,1024,50,53455.285455540085,2024-05-19 02:37:20.842088,2024-05-19 02:38:16.531625,55.689537,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
11,False,None,768,50,76863.326274568,2024-05-19 02:37:44.244999,2024-05-19 02:38:22.454058,38.209059,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
10,False,None,1024,50,67873.0844694996,2024-05-19 02:37:35.255000,2024-05-19 02:38:22.454792,47.199792,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
9,False,None,1024,50,60785.15341795847,2024-05-19 02:37:28.169169,2024-05-19 02:38:22.455239,54.28607,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
8,True,245663210851676399067854331023505899948,1024,50,56708.63689115842,2024-05-19 02:37:24.093289,2024-05-19 02:38:22.471046,58.377757,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
13,False,None,512,50,83028.22421839343,2024-05-19 02:37:50.413546,2024-05-19 02:38:31.075889,40.662343,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
12,True,35987732069990891091928316100283585903,768,50,79614.77973820818,2024-05-19 02:37:46.998786,2024-05-19 02:38:31.084980,44.086194,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
