arrival time(ms),resolution,steps
765.0198463138056,768,35
862.9201750727882,1024,40
873.1608191729233,768,45
951.2851206820256,768,40
1519.7262021022254,768,40
1892.1240686379122,768,40
2036.5581811121647,1024,35
2087.635090235868,1024,40
2718.8396664140005,512,40
2875.515827648662,512,35
2924.8666600776683,512,35
2992.212950270597,768,40
2997.6807727031605,768,50
3614.6931469078654,768,40
3673.906276326117,512,45
4324.146567705351,512,40
4468.007902090418,1024,35
4500.859339152,1024,35
4609.114033161406,1024,40
4996.97216049703,512,40
5201.41100906072,1024,35
5201.47314591818,512,40
5507.672248225608,512,40
5741.539548976147,512,40
6316.203062277838,1024,25
6450.9802912335645,1024,35
6534.913526404946,512,40
6905.607868914923,1024,40
6975.363871343048,768,45
7470.793563995278,512,45
7552.178425223655,1024,40
7606.881003889006,1024,50
7950.214376965004,768,40
8761.87652114972,768,35
8800.391411565948,1024,40
9105.72002475952,768,35
9148.908268031026,768,45
9417.79555947087,1024,40
9889.898599400141,512,35
10413.711876422563,1024,30
10799.591730381235,512,35
10936.663353203656,512,40
11037.762453692798,1024,40
11130.653526817241,1024,50
12184.295424787586,512,50
12674.07158984607,1024,25
13914.264360138977,768,50
14147.767269790667,512,40
14194.871137627755,768,50
14499.73685038124,512,45
14716.749936696753,768,40
15126.805344639508,1024,40
15307.770151250596,512,45
15633.351112256467,512,50
16168.000880323763,768,40
17067.312385657922,512,40
17148.490949837742,1024,45
17437.23655037468,1024,40
19412.714080379803,768,40
20535.544911678775,768,40
20626.26819027479,768,40
21219.99079630746,768,35
21304.578220658415,512,45
21675.54087519081,512,45
21877.2355024227,512,40
22047.62500854716,768,35
22175.533867784943,512,40
22733.053061956864,768,50
23185.622585295037,1024,40
23256.37467504177,768,35
23414.14812285792,1024,40
24023.450647921472,1024,40
24870.99577949786,1024,40
25401.291660973497,768,45
26408.56855090096,1024,35
26817.802358935827,512,45
27172.02698971001,768,40
27865.624530657013,768,40
28335.626882102093,768,40
28680.751182470933,1024,45
28735.27581010982,512,40
28812.11823991718,1024,45
29350.275054813636,1024,35
