arrival time(ms),resolution,steps
561.098836495416,768,35
5217.140619693034,1024,40
5283.61375064636,768,45
5655.144790006133,768,40
6650.341449868186,768,40
7177.170895119731,768,40
7699.246395772666,1024,35
7739.695798047866,1024,40
11764.002511645984,512,40
12451.54325191071,512,35
15551.987621569062,512,35
17829.327443171125,768,40
18312.604357226854,768,50
18859.75012709382,768,40
19843.51024506894,512,45
20364.329417035486,512,40
22659.93637787312,1024,35
23561.753884026923,1024,35
25810.847793667464,1024,40
26478.31110419873,512,40
26882.822583914505,1024,35
28136.855092611986,512,40
30368.626762974745,512,40
30946.26504756669,512,40
31854.829883048107,1024,25
32056.15833749362,1024,35
32082.103251816618,512,40
33071.56432664066,1024,40
33230.5486265841,768,45
34083.38192551918,512,45
36545.923697076316,1024,40
36548.64374042927,1024,50
37992.550519681885,768,40
38472.8290319363,768,35
39809.986296331575,1024,40
40166.93471653923,768,35
40390.67846497032,768,45
40806.243413946875,1024,40
40837.47518056635,512,35
42640.07282626849,1024,30
43587.10284737362,512,35
43725.513071770874,512,40
44841.56540655709,1024,40
46068.42990161402,1024,50
47997.50650948887,512,50
49010.63090570399,1024,25
50723.43407323644,768,50
51397.2152949743,512,40
53193.28756035034,768,50
53579.595570599035,512,45
54674.00041338125,768,40
55707.98625855669,1024,40
56043.44870757748,512,45
57666.81428322311,512,50
58140.24061654505,768,40
59573.860654469165,512,40
59824.69615242315,1024,45
60581.78926515282,1024,40
61162.68378644788,768,40
61193.89240676383,768,40
61307.98967132207,768,40
63048.50919022059,768,35
64550.39717901397,512,45
65707.32626031082,512,45
66490.92979753297,512,40
66815.00153083654,768,35
67730.41199061584,512,40
68055.0648833823,768,50
69192.23215820876,1024,40
71368.52124622691,768,35
71383.33651034824,1024,40
73800.39680840321,1024,40
75824.0431635891,1024,40
77764.20505637408,768,45
78193.05657876159,1024,35
78582.54663750382,512,45
79835.28124077416,768,40
80079.7645804146,768,40
87111.04878578606,768,40
93060.044638538,1024,45
94369.57174788501,512,40
94404.1437835212,1024,45
95159.09076803338,1024,35
95259.46060464955,1024,35
95575.95673602255,1024,40
97226.36282864501,1024,45
97290.2908037785,1024,35
97500.6313346959,512,35
98157.40799286249,768,30
99444.38926340773,1024,40
100004.59390420449,512,40
100661.6419441631,512,45
101412.95604489147,512,45
103416.05525748825,512,45
104005.71994501137,768,40
104357.5371699318,768,40
104710.57538932329,1024,45
105436.11574414461,768,45
105720.75601048206,768,40
108618.70926262833,512,25
108782.30902871098,768,45
110702.03294202144,512,40
112027.54707896826,1024,40
112666.77849947273,512,40
119973.98832371103,1024,40
119978.82476868476,768,30
120958.2766530555,1024,40
121973.20584025938,1024,40
124625.23341490435,512,40
125856.06326587065,512,35
125893.07048017292,1024,40
125932.40520148819,512,40
126126.17294196467,512,50
127477.95433817446,512,45
130739.55873915907,1024,40
131117.86697781854,512,40
131316.3700827607,768,45
132301.52257138258,768,40
134070.852616476,1024,35
136051.54236494366,512,40
138825.02278635884,1024,35
142835.98683165867,1024,35
143057.12933908263,1024,35
144284.43352449173,1024,40
144350.788367266,768,25
148544.39153896327,768,35
148888.54132638805,768,40
149143.67564298928,512,40
149313.13691622275,768,40
150231.23624067428,768,40
150967.27360242652,512,40
152039.67246021528,512,35
153019.8956384088,1024,40
153418.05935370762,512,25
155091.89377135725,512,50
155245.14646614014,768,35
157430.52051372174,512,40
157613.87525019146,1024,45
159304.9213304917,512,40
160361.0573477654,768,40
164044.52495747615,1024,40
164366.14615114365,768,45
165790.35584497056,768,40
168193.71799483203,1024,35
169448.30290756366,512,35
171936.01570318066,768,40
172158.06064864213,1024,50
173974.97623872684,512,35
175249.80651913516,768,40
176292.77549063636,512,40
182196.73829650623,512,45
183185.40203949102,768,40
183934.84718820988,768,45
184306.73446896655,1024,40
186713.07349248207,768,40
191072.70087647258,512,45
191655.29897012454,1024,30
193143.24787017223,512,45
195457.60435644528,512,50
195620.28970366242,768,40
196586.33495737673,768,40
199072.0387146117,768,40
199837.09790974954,768,45
200021.52737494325,512,35
200059.54693861885,768,45
200562.4435825504,768,40
204948.90327195582,1024,35
206715.88510684474,512,45
209007.25063483402,512,35
209431.29158074598,1024,45
210384.25412355526,1024,45
213051.4313058118,768,35
214103.9410163741,1024,35
214293.93658214464,768,45
217904.38322473833,768,40
219618.30964723683,768,40
220238.7964303816,768,40
220693.0183608667,768,40
221565.16207296177,1024,35
222845.1288068247,1024,35
223596.96583582213,768,40
225227.53143016258,768,40
226477.48827902524,768,40
226634.89086332684,768,35
226805.58096207667,512,45
227653.81946500178,768,50
228048.26578684332,1024,30
228145.96065598316,512,45
228647.41180510863,768,45
230471.84426122467,768,45
230985.0977570302,512,50
232090.51396017958,1024,35
232252.70145312813,512,35
234612.34368404213,512,35
235445.83480347626,1024,45
236700.88554107415,512,35
237356.72498631972,768,40
238009.13644617444,1024,45
238049.87106313976,1024,40
238450.93243085593,1024,45
238758.92107663403,1024,40
239307.4669765136,768,40
240072.82093431742,1024,40
242260.24089174293,512,40
242430.0172765088,1024,45
242879.34566084069,1024,45
244467.57976852581,1024,40
244550.18120991866,768,35
245355.31462637152,512,40
245425.69361737408,768,35
245892.321616776,512,40
247343.14738485427,768,45
249018.9729906873,512,40
249433.8718209322,768,45
250208.18698217653,512,45
251401.92623105706,768,40
252169.30064053,768,45
252290.6679046354,1024,40
253016.70369607583,768,30
253393.40164323835,768,30
254215.3193025417,1024,35
255880.708341006,512,45
256326.4050370596,1024,45
257850.09483614255,768,40
258591.1347283494,512,45
259083.0956372846,512,40
261502.00867095878,1024,40
264066.18022321176,768,35
264146.91608659993,512,40
264714.25708737504,512,40
264903.5684843557,768,35
265262.0544244286,768,45
266441.1459513353,512,40
266834.6337870735,1024,40
268374.76336212875,768,40
268686.1068574476,768,40
270428.42101119505,768,45
277192.98989556986,512,45
277557.6012038125,1024,35
280675.5294877053,768,40
282121.4666989177,1024,40
285464.09935221344,1024,35
285839.5823542531,512,40
290470.52717188216,1024,40
291713.53998017835,1024,40
292048.62538753066,1024,40
294111.2594344525,768,45
296219.36930574337,1024,45
296496.5628956052,1024,45
298500.58264241344,768,25
298917.2855308452,512,45
299020.4755777566,1024,45
300029.30078825913,512,30
303386.0931241762,768,40
304781.1834501399,1024,35
305473.24727174203,1024,35
307006.7924944774,1024,40
309937.03549743514,1024,45
311469.85418728966,512,40
311522.83790960367,768,45
312023.7892914365,768,30
313084.8204168372,768,50
315446.0950366927,1024,40
315541.762052369,512,40
317514.6756978491,768,45
318562.9007058968,768,35
318569.4356090123,1024,50
318741.47183108464,768,45
320230.11040033295,512,45
320428.9514977413,768,40
323965.06929779163,768,40
324637.13826020336,768,40
324778.35974825383,768,40
330345.30208151287,768,45
331576.9776802026,1024,45
332137.2916889687,768,40
332323.17531607527,1024,40
333873.3490570899,512,40
334476.7430093763,512,40
335503.84321012074,768,40
336172.5038985687,1024,50
338315.6597375131,1024,40
338320.08316371724,512,35
338343.14427949506,768,45
339557.6327169989,768,35
339597.8957453716,1024,40
342098.9958780974,1024,45
342437.97378460324,512,45
348363.99928087794,1024,40
348859.973914063,512,40
349179.2360128757,512,45
351858.43907038507,512,35
352074.73175764,512,40
352233.4866283098,768,40
352670.54330505565,768,35
352719.60729018535,768,50
358597.50098505727,768,50
358952.8638448602,768,45
366448.4860655838,512,45
366837.58655305224,1024,25
368269.3674172787,512,40
370067.62956356304,1024,30
372519.1829450903,1024,40
373558.0151943092,512,40
375010.60331338167,1024,35
375481.5963972296,512,45
376350.0191814266,1024,50
377077.3170306242,1024,45
381266.07676791213,1024,40
381795.9116738928,512,40
382066.99941288156,1024,45
382680.6927093183,768,40
383006.8319382373,768,50
384187.4661591782,512,35
384253.5025519228,1024,45
385222.6954379267,1024,40
386099.20718767843,1024,40
386639.118821281,1024,45
389043.9077286594,512,45
393082.8705157433,1024,45
393601.1087634463,512,40
398004.3564102948,512,40
399014.78382637206,768,30
399377.53669959324,1024,40
401584.3725438351,512,35
401866.65016784583,1024,50
402701.33475139015,512,35
402919.9328848689,512,40
407464.75404812413,768,30
408025.3866301402,512,25
409557.10267711687,768,35
413297.1608003167,768,40
413310.06083730294,768,35
414524.40673763293,768,45
416165.1216690034,768,40
418225.512247127,512,40
418783.22949758236,512,35
422133.3572206148,1024,40
423121.2382355117,512,40
423745.9237303923,768,40
424308.3349256431,768,45
425168.1497625281,512,40
425901.43503983703,1024,45
427627.825593049,768,40
427926.362736255,512,40
428317.00045810896,1024,30
430880.0859805104,512,35
431669.18447191844,768,40
431884.61775148363,1024,25
434524.8014580035,768,40
434602.9783844495,1024,40
435034.50086287956,1024,45
435457.7868632667,512,40
436618.1336996235,512,35
436732.6862047498,512,40
437727.05046321644,1024,40
437761.0099589776,768,40
439193.1736633696,512,35
444196.2348412987,1024,50
447244.8295298569,768,50
447328.9590285667,512,30
447364.7925174113,1024,30
447946.0252741708,512,40
448229.1793300206,512,40
449328.25226134376,768,45
450067.5007594342,768,40
450857.8817202775,512,45
452101.04462545627,768,35
454354.7183396453,512,45
455088.29729809606,1024,45
455596.29315792036,1024,30
463029.04817273584,1024,45
466076.5815086041,768,30
466928.22352518595,768,40
467377.59587421553,1024,45
467525.0750431553,768,40
468873.1949859996,512,40
469488.20168807916,768,45
471037.3726981005,1024,40
471702.8474611701,1024,35
471930.9080807886,1024,45
475015.35808411206,512,40
475842.37780551356,512,30
475908.2030033287,1024,40
476358.9482009388,1024,45
476397.7609621842,1024,40
476987.3094318363,1024,25
478500.7955105253,512,40
479724.36412944685,768,50
479881.6495783591,512,25
480368.48858096235,512,35
480433.4150486635,768,35
480492.4390515352,768,45
480651.87510555814,768,35
480983.26374792814,1024,35
480987.98900468723,1024,35
481270.48865842435,768,35
482127.41939043655,768,40
485648.1833909997,1024,35
487126.1026742872,512,40
491648.0759340824,512,40
492166.0378564621,1024,35
495909.1023532003,768,40
496503.25359639945,512,40
497009.8345024269,1024,40
499366.0120787821,512,45
499903.891201419,1024,45
500027.8956509344,1024,30
500159.9758239743,768,40
500734.56093301426,512,50
500779.27956340613,512,35
500826.479628361,1024,40
501848.8535153277,768,40
502161.7300390669,1024,40
503342.6151300835,512,45
504198.76266543893,1024,50
505821.5864794326,1024,40
506241.62527399644,512,40
510395.58156360517,768,30
510801.0376043307,512,45
514373.7643368315,1024,40
514882.81296315073,512,45
518286.7420347717,1024,40
519057.19347524917,512,40
519660.1239336861,768,40
521823.9207210047,768,40
522507.0632808965,768,25
522790.2559322,768,40
