arrival time(ms),resolution,steps
40.25807265470961,768,35
444.7372602652167,1024,40
606.3689989770847,768,45
660.6632061355134,768,40
991.9022944872556,768,40
1148.3591519947356,768,40
1632.938688022651,1024,35
1849.5222139028394,1024,40
2068.5034994950133,512,40
2608.588060750466,512,35
2846.296235279545,512,35
2974.2369291510636,768,40
3135.7561162597576,768,50
3309.3230939380974,768,40
3393.5406770460163,512,45
3790.979024363163,512,40
4889.435457108549,1024,35
4901.948290927557,1024,35
4973.080987953377,1024,40
5666.4815490772635,512,40
5774.112045865574,1024,35
5785.321690314554,512,40
5982.693220928299,512,40
6318.461059079577,512,40
6441.188767287933,1024,25
6600.695899503779,1024,35
6634.996177619431,512,40
7051.769336817839,1024,40
7607.557313840668,768,45
7961.723416553676,512,45
8393.08076678771,1024,40
8425.379263430666,1024,50
8526.914525948392,768,40
8863.43806428292,768,35
9989.979644751735,1024,40
10026.650545928489,768,35
10083.631317027099,768,45
10339.403205206796,1024,40
10649.811273855143,512,35
11180.189961301105,1024,30
11219.147124889127,512,35
11302.510156417768,512,40
11473.199944139875,1024,40
11496.827861123214,1024,50
12211.990575051208,512,50
12236.2705999067,1024,25
12287.803655560096,768,50
12314.789405809734,512,40
12626.673434232345,768,50
12636.875983942513,512,45
12846.073782113688,768,40
12851.011678946377,1024,40
12856.983744904117,512,45
12950.978629373436,512,50
13855.723330688557,768,40
13893.369604964477,512,40
14518.80992525632,1024,45
14982.379201225112,1024,40
15138.388617665707,768,40
15442.310516859774,768,40
15613.898222543063,768,40
15823.494922549224,768,35
15824.250339255914,512,45
15992.866632053037,512,45
16046.194798710381,512,40
16237.093493641876,768,35
16489.77800629665,512,40
16673.258701187657,768,50
16722.281557961924,1024,40
16766.606222126164,768,35
17251.24128599689,1024,40
17412.22048822367,1024,40
17656.409591638116,1024,40
17799.053682577498,768,45
18216.216154338275,1024,35
18219.05198323303,512,45
18389.493945576367,768,40
18629.013594809785,768,40
19869.50814173274,768,40
20040.02533537307,1024,45
20289.69532895826,512,40
20768.12701056815,1024,45
20786.126048595925,1024,35
21206.25781772619,1024,35
21387.837220412166,1024,40
21571.06819646279,1024,45
22108.07005241129,1024,35
22388.670592746614,512,35
22502.023864546674,768,30
23001.590844404276,1024,40
23787.05180211148,512,40
24391.465398654018,512,45
24696.735155476315,512,45
25077.641129640775,512,45
25223.419485719485,768,40
25710.314764920116,768,40
25790.47002328227,1024,45
25856.05612700494,768,45
25946.04263034468,768,40
26239.78665378283,512,25
26288.987739446082,768,45
26328.08635003924,512,40
26400.90174532202,1024,40
26691.417517036636,512,40
26973.633210156186,1024,40
27442.624826388877,768,30
27464.027742517526,1024,40
27799.36062707469,1024,40
28150.17108494375,512,40
28675.299467321194,512,35
29184.015293989447,1024,40
29430.804073462234,512,40
30025.85044350449,512,50
30340.533205705913,512,45
30359.965969342702,1024,40
30891.771806985755,512,40
31156.624463621443,768,45
31924.6671079813,768,40
32707.502507633486,1024,35
32722.23379366059,512,40
33040.25335042193,1024,35
33156.195043453015,1024,35
33513.99338005818,1024,35
33755.35641890086,1024,40
34625.51323555177,768,25
34691.185879028584,768,35
35216.31469908999,768,40
35227.02431708324,512,40
37069.045023291874,768,40
37263.83942338143,768,40
37583.63530325396,512,40
37829.455005167714,512,35
37944.28594240401,1024,40
38016.41790215014,512,25
38699.28283482823,512,50
38963.180483370255,768,35
39266.658475639124,512,40
39507.94917530872,1024,45
39563.666917531846,512,40
39603.02788864667,768,40
39830.679810598864,1024,40
41331.77343104375,768,45
41708.399955307854,768,40
42168.372045320815,1024,35
42223.96563815072,512,35
42394.489785720616,768,40
42634.383685150155,1024,50
42683.29512754201,512,35
42821.22951314081,768,40
43076.3634009827,512,40
43394.68158560301,512,45
43519.9554782859,768,40
43638.16204147249,768,45
43851.28768264099,1024,40
44621.525695434735,768,40
44711.202568439556,512,45
44922.09157754542,1024,30
44981.878267538814,512,45
45166.05531214137,512,50
45193.22989244541,768,40
45461.81260043805,768,40
45779.80376432066,768,40
45812.143832671456,768,45
45942.03807593093,512,35
46077.74604433151,768,45
46216.9537373473,768,40
46439.458962043514,1024,35
