arrival time(ms),resolution,steps
173.07451618350242,1024,35
177.6436185115323,512,40
188.72096947396773,512,45
391.1350143133916,1024,40
400.7995452165795,512,40
668.6503274323536,1024,40
795.7433665503222,1024,35
822.6742717801102,512,40
1030.7738729370856,1024,40
1041.7741072279089,1024,35
1110.3358378594892,1024,35
1313.3568873469346,768,40
1410.5755529553223,1024,50
1575.528879780228,1024,40
1587.7497448473114,512,45
1605.7388938881631,1024,40
1646.724920005605,1024,35
1661.2229645835087,1024,35
1713.0951163881193,512,40
1823.2803896991236,1024,40
1971.4123656797242,1024,35
2177.298803330706,512,40
2218.0704619705743,512,40
2397.0450189556154,1024,40
2488.303126806984,768,25
2642.949493102231,1024,35
2743.1082028882674,1024,40
2796.2820786149978,1024,40
2801.039748782693,768,45
2856.9152114270896,1024,45
2911.872545297376,512,40
2918.496758090497,512,50
3120.302929375931,1024,40
3203.617376865542,1024,35
3283.848298332464,768,40
3744.3876502807434,1024,35
3763.886387414424,768,45
3904.040315517436,1024,40
4069.022499967675,512,35
4141.6145308740615,768,30
4185.11044552698,1024,35
4275.9312044406715,768,40
4407.0030051684635,512,40
4411.938637262004,768,50
4444.36979201271,768,50
4476.42787513567,512,25
4664.35964984159,1024,50
4803.215967406968,768,40
4884.6198372166255,768,50
4923.445497129009,1024,45
5002.335039175319,1024,40
5077.822346315757,768,40
5201.207520840172,1024,45
5300.4651525471145,768,50
5413.562085989498,1024,40
5588.074724437016,1024,40
5751.933772960615,1024,45
5869.610063861578,1024,40
5950.086647585131,1024,40
6095.027955514266,1024,40
6334.121971811629,512,40
6489.591484871359,1024,35
6497.103734910433,512,45
6505.216708996577,768,45
6509.869423253959,1024,40
6576.142345062858,768,35
6891.5317220385705,512,40
6918.290753592717,512,50
6925.273196616507,1024,40
7057.699866882163,768,35
7119.546612646405,512,40
7238.370139611888,512,40
7415.477099240555,1024,40
7537.825593620991,1024,45
7541.807136283549,1024,35
7565.476550352161,512,45
7648.793722444747,768,40
7690.316511698218,1024,40
7796.243168711358,1024,40
7819.520549939307,1024,45
7887.867744682696,1024,40
8158.574227133188,512,45
8220.914466320475,768,35
8467.52782057183,1024,35
8477.321266115476,768,40
8575.772230361847,512,45
8671.073731450922,512,35
8693.13225783383,1024,35
8735.44582915531,768,30
8735.530783376911,1024,40
8878.960836710128,1024,40
9049.237468091671,768,45
9189.377470372996,512,45
9201.08578668149,1024,45
9432.141146489554,1024,40
9443.965801228891,768,40
9877.422348549442,512,45
10096.30463021149,768,45
10228.426322207577,512,40
10254.197246766855,768,25
10334.11560308213,768,45
10445.083913426288,512,40
10445.512162198724,1024,40
10567.283682899044,1024,40
10631.024429125528,1024,40
10729.220069547928,1024,30
10879.56550104731,1024,40
11115.912697702504,1024,40
11175.814003833386,768,40
