arrival time(ms),resolution,steps
1334.760203207456,768,35
7427.220661845535,1024,40
7954.149580165679,768,45
9444.70581188697,768,40
10304.392638733612,768,40
11242.055790976183,768,40
11931.836074898552,1024,35
15254.355245098079,1024,40
15693.55259875369,512,40
17836.671547645466,512,35
19491.345580758476,512,35
21444.117881503455,768,40
21898.2770572368,768,50
22336.83429703459,768,40
22545.548844390913,512,45
25615.50264987478,512,40
27176.051086076917,1024,35
27605.90998168092,1024,35
28854.624883723707,1024,40
28984.994564436343,512,40
29357.96934571762,1024,35
30586.74116874698,512,40
30840.773608513777,512,40
32418.735339352595,512,40
33059.174961921155,1024,25
34513.526987469864,1024,35
35311.7419119078,512,40
36526.389574610504,1024,40
37090.40976115232,768,45
37200.00861695763,512,45
38038.01048784128,1024,40
39019.632673838736,1024,50
40594.541087726626,768,40
41071.60154935773,768,35
41681.35999972223,1024,40
43754.38974141929,768,35
43895.84734742419,768,45
44570.98351589476,1024,40
46262.37450454683,512,35
46270.34417551929,1024,30
47852.05013905716,512,35
47932.953695643955,512,40
48452.04304332196,1024,40
49257.77547232345,1024,50
49800.12121192147,512,50
50779.294410920855,1024,25
52008.782230688965,768,50
52649.13738666814,512,40
52661.19068040605,768,50
53448.53256926367,512,45
53505.72928802998,768,40
53684.267215330154,1024,40
54188.16661450862,512,45
55116.42111696419,512,50
55848.11274932198,768,40
56768.17308190825,512,40
56945.80904890082,1024,45
58118.7559221527,1024,40
58424.364303095856,768,40
59323.063570348255,768,40
59358.402856383516,768,40
60090.05931267598,768,35
60752.126760810024,512,45
62346.87584071243,512,45
64952.27767226231,512,40
65330.16207978274,768,35
66539.49154879361,512,40
66631.92310441266,768,50
67886.66606587348,1024,40
70306.74576655026,768,35
72152.04037172113,1024,40
72807.2502875231,1024,40
74614.19253177468,1024,40
75339.41385539428,768,45
75414.3415494711,1024,35
75741.60908475108,512,45
77285.28711230692,768,40
77396.07153158261,768,40
78383.35461725363,768,40
79500.90228148414,1024,45
80134.87346429596,512,40
81818.29105958702,1024,45
84286.5520977088,1024,35
84462.90938648119,1024,35
86818.70068945287,1024,40
87504.75973064425,1024,45
88003.05819128508,1024,35
88293.59877961637,512,35
88772.82847925929,768,30
88779.89839241133,1024,40
88967.51313337157,512,40
90102.17718428119,512,45
90958.91657559488,512,45
91079.55440102298,512,45
92242.40947030447,768,40
93277.32250615612,768,40
93385.26796962958,1024,45
93393.06729374375,768,45
95035.84989238699,768,40
95375.5701512857,512,25
95515.60958104255,768,45
95610.3984252114,512,40
96096.5153778394,1024,40
96973.18850566832,512,40
97763.44209619403,1024,40
97856.61773238686,768,30
100187.12419998732,1024,40
101357.12867546303,1024,40
103400.12558731956,512,40
105067.64819501569,512,35
105940.99280516275,1024,40
106559.78540904616,512,40
107621.96741308863,512,50
108642.86996355577,512,45
109199.64435605396,1024,40
111531.51422164409,512,40
113789.56183203775,768,45
116086.90064393682,768,40
116832.64212464998,1024,35
118583.84065021604,512,40
122778.10665887142,1024,35
124596.27911614055,1024,35
126493.72869759437,1024,35
126978.63651309063,1024,40
127249.40390700182,768,25
127831.99291699787,768,35
131564.5438691638,768,40
131674.8509472756,512,40
131692.09863903737,768,40
133422.82797414137,768,40
134076.24932060266,512,40
134267.98992105757,512,35
134678.70151644517,1024,40
137558.01884341452,512,25
138337.2471929303,512,50
140828.55842190317,768,35
140893.7014784234,512,40
141012.1816698077,1024,45
141062.89487843544,512,40
141171.73152483208,768,40
142705.0420212908,1024,40
143829.6511532687,768,45
144243.1908541014,768,40
144515.60653460078,1024,35
144766.21786389092,512,35
145256.78947864237,768,40
145323.62334059592,1024,50
145555.59034806897,512,35
145580.92835372052,768,40
145690.4261231162,512,40
145791.87523729805,512,45
148516.10958912715,768,40
151199.62985067285,768,45
152437.46371551507,1024,40
155037.79700816597,768,40
157250.735626221,512,45
159082.78597153907,1024,30
159456.8957760298,512,45
160586.25444102936,512,50
161100.86521771929,768,40
162139.7573561628,768,40
162242.89591184017,768,40
162642.3106721982,768,45
164815.9398273068,512,35
168336.0587574205,768,45
170294.1458826591,768,40
171846.59275948457,1024,35
174302.07502971255,512,45
174952.3736926505,512,35
175271.3995562461,1024,45
175580.1729735497,1024,45
176131.60799172742,768,35
177153.78785993851,1024,35
178209.4315399954,768,45
178626.05939600233,768,40
181212.51309379956,768,40
183579.14101378561,768,40
186263.31934708642,768,40
189584.64451137476,1024,35
191716.3088270161,1024,35
192196.96831158004,768,40
196655.7908393077,768,40
199195.66126725086,768,40
199773.2403024326,768,35
202879.9263861659,512,45
