arrival time(ms),resolution,steps
242.66137346254163,768,35
632.8282013471119,1024,40
727.3867413992159,768,45
761.3598742711347,768,40
903.7983730203582,768,40
998.720487915463,768,40
1054.8175580797074,1024,35
1170.7352882565704,1024,40
1402.9982948867428,512,40
1796.0211463695227,512,35
1910.334613059666,512,35
2000.2478805228443,768,40
2002.7114604610424,768,50
2058.581836305533,768,40
2109.9211580835995,512,45
2481.5747861204295,512,40
2611.800975702833,1024,35
2734.964649956887,1024,35
3362.802265233983,1024,40
3533.2542358074534,512,40
3815.6697369735425,1024,35
3985.5899761626983,512,40
4051.0594702510393,512,40
4112.0421544136725,512,40
4187.979104808815,1024,25
4267.545754901959,1024,35
4307.23050477779,512,40
4390.014258228752,1024,40
4432.466758153672,768,45
4613.510263689997,512,45
4840.566514115634,1024,40
4848.028973004497,1024,50
4909.0554276676085,768,40
4913.9444381956,768,35
4952.854910396781,1024,40
5038.9113361572745,768,35
5181.276547124258,768,45
5271.326933299438,1024,40
5484.105737578061,512,35
5555.571268737229,1024,30
5561.246176854515,512,35
5856.439322910468,512,40
6072.369870286051,1024,40
6329.835380481206,1024,50
6414.460377408576,512,50
6414.613908452148,1024,25
6679.6906551517895,768,50
6900.212835934976,512,40
7076.512806893224,768,50
7165.195880925839,512,45
7298.95756872825,768,40
7445.366087373695,1024,40
7467.375866061133,512,45
7611.343495295385,512,50
7989.748068552544,768,40
8231.184667067659,512,40
8426.866606354877,1024,45
8431.210154620707,1024,40
8670.717737958808,768,40
9193.363173230615,768,40
9360.011811343365,768,40
9453.517045948398,768,35
9751.748930049667,512,45
10144.505465759607,512,45
10231.102252652572,512,40
10391.39420064827,768,35
10415.153769414643,512,40
10426.718010870354,768,50
10541.41443111469,1024,40
10601.585073661745,768,35
10673.35300181398,1024,40
10890.087542298033,1024,40
11234.605336682738,1024,40
11417.568361644162,768,45
11469.40578795171,1024,35
11502.019410289826,512,45
11618.621150965795,768,40
11839.486958476777,768,40
11880.406834012312,768,40
11903.049781558804,1024,45
12167.46194362022,512,40
12288.140460229855,1024,45
12419.206283561189,1024,35
12433.813537300703,1024,35
12887.213163419543,1024,40
12904.775754150818,1024,45
12967.045409602928,1024,35
13024.581544069128,512,35
13174.08917025814,768,30
13479.420817338903,1024,40
13498.521632009042,512,40
13624.305724769481,512,45
13666.350131724506,512,45
14044.410340299957,512,45
14132.806183312388,768,40
14162.1666871764,768,40
15124.644203359216,1024,45
15291.711222415988,768,45
15398.156022760575,768,40
15679.059876596097,512,25
15901.803748116205,768,45
16219.577032136303,512,40
16601.46733399848,1024,40
16665.88977962145,512,40
16812.005532808475,1024,40
16985.414917737053,768,30
17053.429634927095,1024,40
17122.770164042715,1024,40
17461.535801211947,512,40
17927.587683787762,512,35
18178.888335073214,1024,40
18318.054467519407,512,40
18555.62872977458,512,50
18662.888475610092,512,45
18838.31590290283,1024,40
19056.903906154643,512,40
19117.988375390923,768,45
19166.675303275453,768,40
19291.740995316595,1024,35
19602.88853402722,512,40
19805.364676034696,1024,35
20062.727161339026,1024,35
20157.90649408883,1024,35
20263.843784523833,1024,40
20640.04976790865,768,25
20815.71448995817,768,35
21029.607862733716,768,40
21199.302953203533,512,40
21220.66844967463,768,40
21882.106491736136,768,40
22379.173325735585,512,40
22441.611928828042,512,35
22794.36234010203,1024,40
22954.808490377476,512,25
23614.199128380656,512,50
24122.811148358913,768,35
24276.62326999356,512,40
24360.512064781662,1024,45
25107.989767605144,512,40
25129.509562976607,768,40
25292.112431934715,1024,40
25506.713362025333,768,45
25991.618493250262,768,40
26068.501435995946,1024,35
26119.36446835346,512,35
26165.366756436262,768,40
26241.292616432685,1024,50
26245.025031272977,512,35
26251.211679449938,768,40
26610.553522034817,512,40
26656.803506223587,512,45
27221.61784468541,768,40
27554.106389701083,768,45
27707.084712140208,1024,40
27785.34706760205,768,40
28261.48602274961,512,45
28727.02474793074,1024,30
28784.79613214204,512,45
29435.07970150126,512,50
29769.16224347003,768,40
29840.600815090787,768,40
30324.216259946985,768,40
31287.580426655677,768,45
31383.07409353569,512,35
31822.008762338064,768,45
32342.143270424673,768,40
32496.378469735886,1024,35
32696.644008659638,512,45
32875.995712522745,512,35
33022.9286479714,1024,45
33417.33884896475,1024,45
33454.53682390739,768,35
33585.01008998662,1024,35
33727.27970792149,768,45
33897.7176144918,768,40
34067.602863072985,768,40
34201.400261502495,768,40
34278.17357449848,768,40
34300.6149357475,1024,35
34351.77250967441,1024,35
34462.74797793378,768,40
34783.78018977719,768,40
34997.688005965996,768,40
35026.173527426974,768,35
35063.58536855944,512,45
35068.00040620239,768,50
35339.2819406407,1024,30
35399.16843418144,512,45
35571.017617470214,768,45
35705.53813853557,768,45
36010.3159399488,512,50
36268.1428747813,1024,35
36324.10451508971,512,35
36889.13127558071,512,35
37198.356212883285,1024,45
37327.45174089634,512,35
37331.389969819786,768,40
38008.75085209919,1024,45
38088.963764600616,1024,40
38097.17099141346,1024,45
38348.46289331273,1024,40
38734.2350644286,768,40
39037.43474901593,1024,40
39114.06894988149,512,40
39209.76101624429,1024,45
39245.5989277193,1024,45
39289.338160609615,1024,40
39702.105595299814,768,35
39713.789150246455,512,40
40254.80398712641,768,35
40571.62293122023,512,40
40841.457571487925,768,45
41137.964488923775,512,40
41274.63191418929,768,45
41836.246768013545,512,45
42377.25629519574,768,40
42614.28527631906,768,45
42861.63031436254,1024,40
42878.9354731836,768,30
42939.54793197733,768,30
43009.4472426133,1024,35
43115.586122055705,512,45
43141.29950906985,1024,45
