index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,10601051506172874870688705291582931129,512,50,3668.060845119308,2024-05-19 01:40:04.648290,2024-05-19 01:40:20.674480,16.02619,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,75090133589156671682489506195562944310,512,50,4635.5278587954535,2024-05-19 01:40:05.613706,2024-05-19 01:40:21.327485,15.713779,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,19507491113694140911065387518960922470,512,50,5390.483850317472,2024-05-19 01:40:06.367454,2024-05-19 01:40:22.783830,16.416376,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,280862635486040018152030721868951653139,512,50,6543.013598870136,2024-05-19 01:40:07.521938,2024-05-19 01:40:23.896457,16.374519,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,43962194616565779928502030496537885692,512,50,7866.878377350405,2024-05-19 01:40:08.844180,2024-05-19 01:40:26.647710,17.80353,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,92527049171295419701757521829708772100,512,50,8439.975613528994,2024-05-19 01:40:09.417682,2024-05-19 01:40:28.059222,18.64154,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
6,True,70776329659758798876969492730247997562,512,50,8501.465297072802,2024-05-19 01:40:09.477576,2024-05-19 01:40:28.060848,18.583272,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
7,True,51152565425286490007821912350720738576,512,50,8564.610948129248,2024-05-19 01:40:09.541517,2024-05-19 01:40:28.062575,18.521058,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,86274603952982891710505595947329318360,768,50,10104.765591151165,2024-05-19 01:40:11.082992,2024-05-19 01:40:30.195834,19.112842,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
10,True,122023254025969665269528424227790722565,256,50,24192.21965947825,2024-05-19 01:40:25.170183,2024-05-19 01:40:40.798353,15.62817,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
9,True,14489032367717606465846539709165277835,512,50,23017.587558598265,2024-05-19 01:40:23.994645,2024-05-19 01:40:41.822598,17.827953,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
11,True,198895580956123177249353376243165959254,512,50,26289.803911534626,2024-05-19 01:40:27.266438,2024-05-19 01:40:43.553436,16.286998,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
12,True,120707590325310525232697118953742078567,256,50,26719.563890898844,2024-05-19 01:40:27.696088,2024-05-19 01:40:43.708548,16.01246,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
13,True,313522950384240145700069572348009602134,512,50,29123.72090783048,2024-05-19 01:40:30.102613,2024-05-19 01:40:46.354051,16.251438,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
14,True,265460662863019578859130820933516898178,512,50,31212.160894689547,2024-05-19 01:40:32.190441,2024-05-19 01:40:49.471562,17.281121,"bokeh "
15,True,2157871284410506712439886919076302123,768,50,34179.33454874902,2024-05-19 01:40:35.157724,2024-05-19 01:40:55.890499,20.732775,"roulette wheel made from pizza "
19,True,215042408528766245169254284412179805785,256,50,39720.11021036436,2024-05-19 01:40:40.698316,2024-05-19 01:41:01.955465,21.257149,"portrait of goth 6 ix 9 ine with facial tattoos as dc superhero, fantasy 9 0 s noir painting, realism, extremely detailed, 8 k "
21,True,297837060531635303356047467651879594494,512,50,40244.34635259299,2024-05-19 01:40:41.220903,2024-05-19 01:41:02.735814,21.514911,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, crepuscular rays, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
16,False,None,768,50,35567.12668076435,2024-05-19 01:40:36.544555,2024-05-19 01:41:03.676798,27.132243,"great space pilgrimage, highly detailed, masterpiece, concept art, illustration, journey, scifi, beautiful, deep, thought provoking, trending on artstation, art by stuart lippincott and paul chadeisson "
22,False,None,512,50,43106.810479931824,2024-05-19 01:40:44.083741,2024-05-19 01:41:03.677914,19.594173,"portrait of a beautiful host from westworld by daniel sprick and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
23,False,None,256,50,44402.656290603874,2024-05-19 01:40:45.380224,2024-05-19 01:41:03.678946,18.298722,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
25,False,None,256,50,48456.84836567516,2024-05-19 01:40:49.433340,2024-05-19 01:41:03.681775,14.248435,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
17,False,None,768,50,37701.32976759684,2024-05-19 01:40:38.680800,2024-05-19 01:41:03.683865,25.003065,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
20,True,25154139724265367754374542027108514310,768,50,40229.00543889361,2024-05-19 01:40:41.205768,2024-05-19 01:41:03.699405,22.493637,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, crepuscular rays, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
18,True,60210104914564239374800751327692298380,768,50,37864.26552034801,2024-05-19 01:40:38.840446,2024-05-19 01:41:03.702988,24.862542,"a swarm of wild bees demonstrating against earth pollution, realistic bee insects holding a demonstration sign on a bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
26,False,None,768,50,48549.88373713672,2024-05-19 01:40:49.526762,2024-05-19 01:41:09.525584,19.998822,"fantasy art of a baby angel with m 4 a 1, haven "
24,False,None,768,50,48372.11518794135,2024-05-19 01:40:49.350856,2024-05-19 01:41:09.526235,20.175379,"gothic 6 ix 9 ine as joker, nolan movie style, photorealistic portrait, extremely detailed, thriller, 8 k, digital quality "
28,False,None,256,50,52556.45142439392,2024-05-19 01:40:53.535426,2024-05-19 01:41:09.526941,15.991515,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
27,True,165027715000404753150558072065079325083,256,50,49718.003774034536,2024-05-19 01:40:50.696053,2024-05-19 01:41:09.528188,18.832135,"johnny got his gun, 8 k, stock photography, detailed, high res, professional, award - winning, "
31,True,39562794074099920018292321905684988537,256,50,57869.28379103728,2024-05-19 01:40:58.846297,2024-05-19 01:41:15.565981,16.719684,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, octane render, 8 k, 3 d rendering, close - up view "
29,False,None,768,50,56767.17030290267,2024-05-19 01:40:57.745964,2024-05-19 01:41:15.822477,18.076513,"textless, schlieren, cinecolor, imax, hdr perfectionism, crisp natural lighting, sunlight, scattering, vapor, hdr, mordancage, weta, insanely detailed intricate, light semi - distant figures in the dark during sunrise, hypermaximalist, elegant, ornate, hyper realistic, super detailed "
33,False,None,512,50,59117.74558989445,2024-05-19 01:41:00.094874,2024-05-19 01:41:15.823072,15.728198,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus style scandinavian metal furniture "
