index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,95215882481165168724176926164106717300,512,50,3341.050184114182,2024-05-19 05:38:43.757250,2024-05-19 05:39:25.677276,41.920026,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,264131739810749001942852096772360293246,768,50,8587.691024896572,2024-05-19 05:38:49.005651,2024-05-19 05:39:32.600241,43.59459,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,290526016200224216958590782547887225466,1024,50,11725.953296015305,2024-05-19 05:38:52.141419,2024-05-19 05:39:36.857726,44.716307,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,211448075014775192028909823751858273349,512,50,16725.651430957663,2024-05-19 05:38:57.143514,2024-05-19 05:39:40.798955,43.655441,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,307922754795718662024695058389922252922,768,50,23254.10875676508,2024-05-19 05:39:03.672672,2024-05-19 05:39:46.296157,42.623485,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,134992566477600935140483790290947164839,512,50,33619.16628990749,2024-05-19 05:39:14.043339,2024-05-19 05:40:03.582592,49.539253,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
6,True,305202173309045153272132621903317315585,1024,50,38842.66380969922,2024-05-19 05:39:19.260980,2024-05-19 05:40:09.562152,50.301172,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
7,True,32768307477713797108264554007170611681,512,50,39973.78416463762,2024-05-19 05:39:20.387355,2024-05-19 05:40:11.089615,50.70226,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,311902696577234850407538149668105529075,768,50,44599.87315713286,2024-05-19 05:39:25.017023,2024-05-19 05:40:13.824086,48.807063,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
11,False,None,512,50,55532.04676173973,2024-05-19 05:39:35.948227,2024-05-19 05:40:15.266566,39.318339,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
9,False,None,1024,50,47204.86197969997,2024-05-19 05:39:27.619352,2024-05-19 05:40:15.267144,47.647792,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
10,True,166530979865263168528253980647027016809,768,50,50383.72782423328,2024-05-19 05:39:30.799660,2024-05-19 05:40:15.275083,44.475423,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
15,False,None,512,50,72075.14087426786,2024-05-19 05:39:52.491031,2024-05-19 05:40:29.494449,37.003418,"roulette wheel made from pizza "
14,False,None,512,50,68722.03131018387,2024-05-19 05:39:49.137286,2024-05-19 05:40:29.495253,40.357967,"bokeh "
13,False,None,1024,50,65650.67096361436,2024-05-19 05:39:46.064858,2024-05-19 05:40:29.495688,43.43083,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
12,True,241363184292390998060829908519362360160,768,50,59535.93903813225,2024-05-19 05:39:39.951475,2024-05-19 05:40:29.501957,49.550482,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
17,False,None,768,50,78198.78383105248,2024-05-19 05:39:58.612603,2024-05-19 05:40:43.698568,45.085965,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
18,False,None,512,50,84770.41459000029,2024-05-19 05:40:05.185362,2024-05-19 05:40:43.699250,38.513888,"a swarm of wild bees demonstrating against earth pollution, realistic bee insects holding a demonstration sign on a bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
