index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
1,True,326065968591573743391858599279194771760,512,50,5284.0956290006,2024-05-19 03:07:48.661611,2024-05-19 03:08:32.362267,43.700656,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,72607631165859856252942337496372377237,512,50,10301.381688973748,2024-05-19 03:07:53.683477,2024-05-19 03:08:32.368383,38.684906,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
0,True,271643268764909159396739540044186740062,1024,50,4557.872627186005,2024-05-19 03:07:47.939563,2024-05-19 03:08:35.128532,47.188969,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
3,True,262032146438058974379135524323218002226,768,50,18345.95988023789,2024-05-19 03:08:01.731528,2024-05-19 03:08:58.548316,56.816788,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,77995751506495017945100472266148648973,768,50,21044.33540340077,2024-05-19 03:08:04.424327,2024-05-19 03:09:02.660476,58.236149,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
6,True,266688764316007690691146309972803887693,512,50,28252.59712649364,2024-05-19 03:08:11.633211,2024-05-19 03:09:09.210868,57.577657,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
5,True,103498976849900469721883823976422390345,1024,50,24853.440033338236,2024-05-19 03:08:08.235474,2024-05-19 03:09:12.104188,63.868714,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
8,True,105536046327746755530977454446271342150,768,50,33331.304932253835,2024-05-19 03:08:16.713726,2024-05-19 03:09:14.004755,57.291029,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
10,False,None,512,50,45676.89766168333,2024-05-19 03:08:29.057098,2024-05-19 03:09:16.843563,47.786465,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
9,False,None,768,50,43644.05012699109,2024-05-19 03:08:27.031295,2024-05-19 03:09:16.844080,49.812785,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
12,False,None,512,50,49435.78436854759,2024-05-19 03:08:32.812799,2024-05-19 03:09:16.844734,44.031935,"ice cream sunday, delicious, glistening, chocolate sauce, marshmallows, highly detailed, super micro, octane render, 8 k, 3 d rendering, close - up view, fill - in light, bokeh "
11,False,None,768,50,48125.03597746934,2024-05-19 03:08:31.504853,2024-05-19 03:09:16.845134,45.340281,"a werewolf riding in a gondola, 8 k, vacation photo, trending online, award - winning, "
7,True,54724917116737141640519717947201824478,1024,50,29306.912208895923,2024-05-19 03:08:12.684518,2024-05-19 03:09:16.858833,64.174315,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
13,True,104426182566999893641034128526640212011,512,50,63122.26934483792,2024-05-19 03:08:46.505868,2024-05-19 03:09:35.317545,48.811677,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
14,False,None,1024,50,64863.9319058718,2024-05-19 03:08:48.242242,2024-05-19 03:09:35.672480,47.430238,"bokeh "
16,False,None,1024,50,75850.49142215717,2024-05-19 03:08:59.228424,2024-05-19 03:09:35.672991,36.444567,"great space pilgrimage, highly detailed, masterpiece, concept art, illustration, journey, scifi, beautiful, deep, thought provoking, trending on artstation, art by stuart lippincott and paul chadeisson "
15,True,83689109656228115816688436515993691592,768,50,65324.8501943348,2024-05-19 03:08:48.701841,2024-05-19 03:09:35.684191,46.98235,"roulette wheel made from pizza "
