index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,195504434730104528423402599127993517190,256,50,139.9480628853878,2024-05-19 04:36:06.081535,2024-05-19 04:36:21.788038,15.706503,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,292058554489027141388783057732421048613,256,50,3064.2438340278754,2024-05-19 04:36:09.008623,2024-05-19 04:36:21.789718,12.781095,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
3,True,217620516946823868752979647225092973545,256,50,4134.947874383294,2024-05-19 04:36:10.076337,2024-05-19 04:36:25.117883,15.041546,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
2,True,215694177443678345291827636427248146112,256,50,3631.406547723758,2024-05-19 04:36:09.573419,2024-05-19 04:36:25.118917,15.545498,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
4,True,3875961608540170148757100703677332338,256,50,4769.417723254508,2024-05-19 04:36:10.711813,2024-05-19 04:36:25.120029,14.408216,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,42491146568301736759270439470894931870,256,50,7558.812291398031,2024-05-19 04:36:13.500686,2024-05-19 04:36:30.600019,17.099333,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
7,True,188354228782595249489389173226887581212,256,50,8667.452223507044,2024-05-19 04:36:14.608908,2024-05-19 04:36:32.804492,18.195584,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,18506268814327308659381621724701617995,256,50,9222.61972722966,2024-05-19 04:36:15.164266,2024-05-19 04:36:33.813571,18.649305,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
6,True,247199661402196909118763513136551591385,768,50,8122.637212718389,2024-05-19 04:36:14.064447,2024-05-19 04:36:34.086022,20.021575,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
9,True,32598803205939100047713666198281495314,256,50,11314.734484189015,2024-05-19 04:36:17.258220,2024-05-19 04:36:37.563468,20.305248,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
10,True,157236741162244535929207807598901977290,512,50,13573.491960623189,2024-05-19 04:36:19.516753,2024-05-19 04:36:40.223170,20.706417,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
