index,success,request_id,resolution,step,delay_time,start_time,end_time,time_consumption,prompt
0,True,57618971548611951224743742126234559242,256,50,2341.5110708629504,2024-05-19 04:26:48.020124,2024-05-19 04:27:03.305348,15.285224,"kodak portra 4 0 0, flashlight, muted colours, 1 9 2 0 s style, long shot, a large large square square picture frame near by a window, vivid photo of a room with concrete walls, tiny gaussian blur, haze, depth of field, 1 9 6 0 s bauhaus metal furniture "
1,True,62014945128302073367345435999460195300,768,50,6454.438871191142,2024-05-19 04:26:52.135233,2024-05-19 04:27:12.439347,20.304114,"accurate portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir realism, extremely detailed, 8 k "
2,True,72270868067231149593748584643809009567,768,50,8860.732557948519,2024-05-19 04:26:54.539642,2024-05-19 04:27:12.441862,17.90222,"sexy jesus christ wearing a robe, digital art by wlop, makoto shinkai and artgem lau "
3,True,338868601847850814421060019929837814934,512,50,11890.337381060846,2024-05-19 04:26:57.570222,2024-05-19 04:27:14.573691,17.003469,"an elegant goddess with luminous hair, flowing lightpainting swirling around her, highly detailed, ultrafine hyperrealistic detailed face, mouth parted, photorealistic, neon rim lighting, reflections, smooth, sharp focus, ultrawide, final fantasy, art by irakli nadar and lindsay adler and dani olivier and michael bosanko and adolphe bouguereau "
4,True,228074416316239584279911447643128011038,768,50,12476.78236444109,2024-05-19 04:26:58.153952,2024-05-19 04:27:17.646790,19.492838,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
5,True,15936447928117037401084068713781585846,256,50,16571.938184646213,2024-05-19 04:27:02.252417,2024-05-19 04:27:19.603574,17.351157,"sexy male jesus christ, digital art by wlop, makoto shinkai and artgem lau "
7,True,259840259305367338987114327215938779855,256,50,20434.967943261585,2024-05-19 04:27:06.112531,2024-05-19 04:27:23.033969,16.921438,"dune, directed by alejandro jodorowsky, scifi, surreal, imax 7 0 mm, beautiful, cinematic, epic "
8,True,277089294454539570943040463210155255298,512,50,20617.022346332036,2024-05-19 04:27:06.293757,2024-05-19 04:27:23.473401,17.179644,"wild honey bees demonstrating against earth pollution, realistic bees holding a demonstration sign, bavarian alpine farmer fields, field flowers, sunset, dramatic angle, hopeless, dynamic pose, mountains in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus "
6,True,74047769701489071776707054610328067483,768,50,19444.677422322464,2024-05-19 04:27:05.123258,2024-05-19 04:27:24.230864,19.107606,"portrait of 6 ix 9 ine with facial tattoos as dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
10,False,None,512,50,24912.887055111543,2024-05-19 04:27:10.591350,2024-05-19 04:27:24.549659,13.958309,"portrait of a beautiful host from westworld, painting by daniel sprick and jeremy mann and lucien freud and james jean, cinematic lighting, hyperrealism, high resolution, 4 k "
9,True,307599822105687910022435229103911384350,512,50,22700.66370130389,2024-05-19 04:27:08.379757,2024-05-19 04:27:24.555466,16.175709,"portrait of 6 ix 9 ine with facial tattoos as gothic dc superhero, 9 0 s noir, realism, extremely detailed, 8 k "
